H_ery_ID	Orthogroup	HEeggA	HEeggB	HEeggC	HE4cA	HE4cB	HE4cC	HE16cA	HE16cB	HE16cC	HE32cA	HE32cB	HE32cC	HEblA	HEblB	HEblC	HEgaA	HEgaB	HEgaC	HEprA	HEprB	HEprC
HER_46293	OG0009558	0	0	1	2	0	3	0	1	2	0	2	1	48	7	2	11	18	6	14	8	2
HER_46294	OG0015252	0	0	0	2	3	0	6	4	4	2	4	2	12	2	2	9	9	7	15	11	1
HER_46298	OG0006778	730	1271	1241	3963	3015	2611	8307	5413	6568	2094	4721	4732	7687	7254	5672	2062	3619	2752	5744	4365	1311
HER_46299	OG0014845	1	0	0	0	1	0	0	1	0	3	0	23	0	28	10	1	3	2	14	12	0
HER_463	NA	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1
HER_4630	NA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_46301	OG0009557	24	88	34	73	54	54	68	20	128	16	46	63	56	85	38	37	44	41	73	50	24
HER_46302	OG0009556	272	354	294	402	399	332	612	532	575	270	381	512	204	312	132	73	170	78	123	85	76
HER_46303	NA	3	23	0	1	4	2	2	0	0	0	3	0	77	28	13	102	21	98	18	5	4
HER_46305	OG0006777	108	269	117	330	351	180	480	393	918	102	224	326	194	252	211	76	112	90	122	98	30
HER_46306	OG0006776	0	0	0	0	2	1	118	37	10	34	113	0	0	0	117	2	0	0	68	55	0
HER_46307	OG0015251	19	6	14	194	112	105	242	226	63	87	126	205	93	90	112	110	127	114	180	118	64
HER_46308	OG0009555	91	28	110	102	157	61	138	160	102	72	58	293	554	768	583	616	687	603	654	530	288
HER_46309	OG0009554	5	32	20	49	64	36	98	70	74	44	64	56	48	44	34	12	32	28	31	25	9
HER_46310	NA	9	9	9	496	316	328	946	442	538	131	449	640	408	364	374	280	278	296	485	372	153
HER_46311	OG0006774	309	693	625	907	937	777	2269	1289	2000	452	986	1287	214	497	182	150	174	123	266	195	101
HER_46312	OG0006783	70	89	82	1648	1314	816	2274	1100	1422	330	1053	1117	396	336	245	222	549	361	256	226	157
HER_46313	OG0012730	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	2	1	1	8	5	3
HER_46314	OG0004687	0	0	0	0	0	0	0	0	0	0	0	1	8	3	2	0	0	0	0	2	1
HER_46315	NA	0	0	0	0	0	0	0	0	0	0	0	30	0	26	0	0	0	0	0	0	0
HER_46316	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
HER_46318	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_46319	OG0009130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	4	3	11
HER_4632	NA	9	88	31	160	70	31	166	69	161	26	93	26	4	3	12	3	4	0	2	2	1
HER_46320	OG0009558	0	0	1	3	0	2	2	1	2	0	1	1	42	5	3	11	17	6	20	9	2
HER_46321	OG0015252	0	0	1	2	2	0	6	4	4	2	3	2	12	2	2	8	9	8	14	10	1
HER_46325	OG0006778	739	1322	1253	3977	3072	2561	8673	5223	6494	2107	4915	4928	7315	7457	5546	1964	3438	2736	5500	4107	1293
HER_46326	OG0009557	32	44	25	41	42	32	88	31	97	24	60	44	66	93	53	31	36	38	108	68	20
HER_46327	OG0009556	576	195	644	550	731	382	1454	1347	792	674	909	831	209	458	340	163	262	146	263	218	114
HER_46328	OG0006777	131	324	133	370	438	254	553	407	1270	108	254	417	250	311	229	84	132	107	132	104	42
HER_46329	OG0006776	0	0	0	0	2	2	132	29	14	25	121	2	0	0	158	0	0	0	86	70	0
HER_46330	OG0015251	12	6	12	152	90	108	176	156	66	71	96	177	104	72	88	101	138	98	163	119	54
HER_46331	OG0009555	55	56	75	88	111	150	114	133	149	62	52	152	612	375	697	485	839	519	868	675	330
HER_46332	OG0009554	9	26	20	67	68	40	108	72	104	38	76	100	60	72	46	17	36	36	35	30	11
HER_46333	OG0006775	13	8	11	419	300	312	1001	398	476	117	472	641	378	378	330	278	269	292	464	326	136
HER_46334	OG0006774	289	753	611	947	923	758	2244	1215	1878	426	957	1241	208	487	180	140	152	110	261	195	90
HER_46335	OG0006783	38	49	38	775	710	592	1450	958	1037	302	624	625	228	165	192	131	343	231	230	194	96
HER_46336	OG0012730	2	0	3	1	0	2	8	6	15	6	2	0	34	16	18	46	17	13	95	54	52
HER_46337	OG0016688	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1
HER_46338	OG0012731	41	94	86	347	189	69	292	250	242	134	194	242	133	394	112	242	228	128	385	198	103
HER_46339	OG0012732	0	2	6	6	3	4	14	13	10	6	16	18	17	28	2	8	12	7	11	6	7
HER_4634	NA	0	0	0	0	0	0	0	0	0	0	0	0	3	3	5	3	2	1	4	0	0
HER_46340	OG0006784	64	873	163	290	510	169	1169	790	450	409	694	1282	274	591	246	404	560	390	608	471	224
HER_46341	OG0015256	18	14	14	46	20	40	12	16	6	5	11	18	2012	1133	1513	1054	932	735	1970	1372	382
HER_46342	OG0004932	6	4	9	30	53	20	78	26	108	20	51	77	166	190	132	137	229	132	281	178	96
HER_46343	OG0004933	32	37	35	77	79	83	185	149	160	76	113	137	177	137	160	66	144	91	187	125	65
HER_46345	OG0012733	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
HER_46346	OG0009563	64	189	95	417	429	372	1301	574	641	234	624	476	315	348	218	80	107	97	147	119	48
HER_46347	OG0004932	6	2	4	34	32	16	89	24	97	8	55	81	167	170	84	93	184	140	152	113	67
HER_46348	OG0004933	35	40	32	89	86	98	230	181	192	92	145	165	201	165	194	73	177	102	213	160	88
HER_46349	OG0012733	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
HER_4635	NA	0	1	1	1	0	0	0	0	1	0	1	1	0	2	0	2	2	0	1	0	0
HER_46351	OG0009563	58	175	90	392	422	368	1243	556	619	230	575	464	308	340	225	76	106	96	150	122	48
HER_46353	NA	0	0	0	2	0	1	1	2	0	2	0	0	1	1	0	0	0	0	0	0	0
HER_46354	OG0006786	3	2	1	11	8	14	8	24	18	8	7	8	9	10	7	1	6	1	1	1	5
HER_46355	OG0004934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	1	0	1
HER_46357	OG0015257	1	0	0	2	0	0	2	0	2	4	0	0	46	12	69	206	237	146	361	302	68
HER_46358	OG0006787	800	945	568	480	1274	766	1448	796	1835	442	886	2367	1105	1688	1127	870	1110	863	1174	916	416
HER_46359	OG0012734	18	15	17	267	325	232	723	325	565	145	437	589	16	127	26	29	11	18	67	46	30
HER_4636	OG0010375	106	287	134	745	561	390	690	604	604	362	566	1006	596	595	216	206	251	257	294	184	187
HER_46361	NA	0	0	0	0	0	0	0	1	0	0	0	0	8	10	5	1	4	5	11	10	2
HER_46362	NA	0	0	0	0	0	0	0	0	0	1	0	0	4	10	12	2	3	8	14	14	1
HER_46363	OG0012735	661	783	605	544	405	296	448	234	313	98	266	391	87	139	137	126	86	82	210	162	79
HER_46364	OG0016690	1	0	0	0	1	0	0	3	1	2	0	0	3	0	0	1	3	0	14	3	7
HER_46365	NA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2
HER_46369	OG0009564	2	0	0	4	1	0	5	1	10	0	0	4	3	2	2	2	2	2	2	1	4
HER_4637	OG0000433	0	0	0	2	1	2	0	0	1	1	1	0	3	3	0	1	3	1	1	0	2
HER_46370	OG0015258	0	1	0	0	0	2	3	0	0	0	1	2	2	2	2	5	9	4	6	8	6
HER_46372	OG0009565	176	140	290	337	299	236	1072	466	671	188	619	410	358	221	119	96	280	156	261	275	125
HER_46373	OG0009566	208	383	342	1213	866	861	2731	1595	1584	629	1491	1413	519	578	396	253	307	247	458	372	165
HER_46374	OG0003748	130	184	380	987	714	758	874	1569	1295	621	515	946	1750	1674	988	602	1076	750	898	832	332
HER_46376	OG0009567	41	34	44	250	296	295	470	261	399	81	202	360	1178	1081	1059	594	1384	1068	935	798	477
HER_46378	OG0009568	117	255	167	558	408	331	1263	508	386	290	795	766	289	516	222	263	188	200	522	392	294
HER_46379	OG0002932	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	4	2	1	0	4	1
HER_4638	OG0012456	1	1	1	2	2	2	3	1	2	0	2	1	5	1	1	2	2	1	1	2	2
HER_46380	OG0002932	0	0	1	0	0	1	2	4	24	12	4	1	10	1	6	11	4	2	3	7	4
HER_46383	OG0009133	353	1309	725	1905	1546	1455	2929	1903	2239	634	1519	1871	1132	827	712	453	658	479	554	466	277
HER_46384	OG0012401	122	269	188	500	377	406	1309	876	850	360	831	686	156	253	109	68	74	61	208	162	62
HER_46385	OG0009134	240	67	226	685	500	660	1255	989	744	631	927	954	10431	9267	10358	7580	11414	8798	10313	7772	4214
HER_46386	OG0006480	220	280	680	520	652	694	1898	744	941	380	1228	1216	1056	1152	840	948	1088	794	1576	1180	696
HER_46389	OG0012402	499	872	620	2792	2296	1732	6339	4420	4716	2744	4718	4248	10994	10408	7245	2547	5038	2603	3809	3025	1051
HER_4639	OG0018123	25	228	27	104	82	53	90	154	107	48	53	105	63	56	52	16	29	18	61	36	26
HER_46390	OG0009135	6	3	17	79	25	25	24	35	128	11	14	26	7	10	2	3	2	3	0	1	1
HER_46392	OG0001597	4	6	9	15	10	8	49	27	37	13	23	24	5	10	4	2	7	5	11	10	4
HER_46394	OG0001597	484	1012	1456	1706	1478	1202	3519	1462	2063	782	2180	1873	436	770	376	246	362	340	522	497	190
HER_46395	OG0009138	24	64	23	134	152	101	138	180	79	101	110	107	74	69	48	32	62	46	63	54	37
HER_46396	OG0009137	35	62	68	138	176	165	815	619	377	234	400	508	100	248	127	60	156	120	172	181	60
HER_46398	OG0015104	0	0	0	0	0	0	2	0	0	0	0	1	0	2	2	0	0	14	0	1	0
HER_46399	OG0003633	11	6	5	41	23	24	8	17	50	4	7	100	6	75	14	7	6	11	8	1	0
HER_464	NA	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0
HER_46401	OG0000210	0	2	0	0	0	0	1	0	0	0	1	1	22	4	24	4	6	3	19	14	2
HER_46402	NA	10	10	6	32	24	31	26	36	42	18	15	66	10	55	13	6	5	8	11	7	6
HER_46403	NA	18	22	38	211	154	107	324	198	251	107	264	363	58	100	54	40	44	42	97	65	70
HER_46404	OG0004688	200	430	273	430	395	356	988	554	794	431	801	701	330	424	294	204	309	220	519	358	160
HER_46405	OG0009136	624	696	199	479	332	177	411	108	203	32	226	225	92	69	40	29	107	38	56	36	65
HER_46407	OG0001444	0	0	0	2	0	0	0	0	0	0	0	5	1	6	53	8	9	15	24	16	5
HER_46409	OG0012404	54	34	90	377	194	70	219	132	294	44	103	90	834	420	1002	330	778	448	874	638	342
HER_4641	OG0018123	11	106	9	85	59	39	98	56	85	14	38	77	59	37	20	16	25	21	38	24	16
HER_46410	OG0012403	136	79	155	452	412	323	678	419	614	280	422	543	405	341	328	384	528	446	748	558	310
HER_46411	OG0006481	456	337	473	409	387	334	542	633	574	359	273	631	787	909	823	478	851	477	921	716	330
HER_46412	OG0009136	561	652	184	432	293	137	423	86	201	29	237	199	91	64	32	27	90	28	55	30	61
HER_46413	OG0004688	197	422	273	435	391	355	1007	556	794	435	810	695	330	422	296	207	311	225	526	363	163
HER_46417	NA	34	29	34	317	176	123	390	245	346	201	400	412	98	110	68	68	67	80	120	78	99
HER_46418	NA	56	89	20	131	61	95	126	144	110	52	84	127	49	81	35	26	43	25	32	29	24
HER_46419	OG0004688	270	556	294	385	487	462	886	540	804	304	595	949	280	544	331	189	255	213	517	368	182
HER_4642	OG0002630	24	21	52	137	197	91	255	324	496	134	179	299	155	297	82	34	34	60	32	28	11
HER_46421	OG0003633	30	19	11	106	64	74	46	61	152	25	27	240	24	179	32	18	14	23	22	13	8
HER_46422	OG0015104	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	21	0	1	0
HER_46423	OG0009137	41	57	74	150	177	161	800	554	279	213	369	403	94	204	115	68	154	120	158	172	64
HER_46424	OG0009138	56	86	63	182	316	156	226	427	163	364	231	230	72	132	142	76	122	79	158	134	62
HER_46425	NA	500	1159	1345	1686	1633	1541	3309	1512	2379	726	1876	1923	499	766	418	291	381	374	581	558	205
HER_46427	NA	0	1	0	1	2	0	0	1	0	0	0	1	0	0	2	1	0	1	0	2	0
HER_46428	OG0009139	302	393	534	802	618	1005	689	241	506	159	473	595	72	184	77	105	129	109	146	91	74
HER_46429	OG0006482	2	6	2	25	24	23	54	58	66	24	26	20	4	4	3	1	1	0	0	2	2
HER_4643	OG0013509	360	438	362	1188	1087	599	1368	1297	760	530	870	1084	1165	1518	906	438	603	518	716	542	246
HER_46430	NA	16	32	39	44	42	36	193	116	152	46	82	90	25	40	18	9	29	19	36	39	9
HER_46431	NA	0	1	12	0	2	0	0	0	0	0	0	3	1	2	1	2	0	0	1	1	0
HER_46432	NA	0	0	5	0	1	0	0	0	0	0	0	1	1	1	1	3	0	0	3	1	0
HER_46433	OG0009139	683	661	884	1566	1085	1772	985	354	704	272	856	1070	127	336	130	231	226	170	194	155	147
HER_46434	NA	2	6	2	20	28	34	80	76	76	32	37	31	6	6	5	0	2	0	0	0	2
HER_46439	OG0015105	1400	2769	1693	2712	2300	1648	6263	3882	4188	2092	4144	4137	3102	3332	2449	2547	5918	4934	7220	8309	3050
HER_4644	OG0013508	56	50	92	390	303	290	764	728	448	248	434	514	391	455	364	209	357	312	508	382	148
HER_46440	OG0012405	654	922	705	3134	3364	2346	3357	2660	3004	1862	2604	5284	744	1584	1412	2007	2375	2150	1562	1430	1144
HER_46443	OG0013059	134	100	138	958	653	726	881	648	457	894	1020	547	1187	1540	1612	1289	1254	1259	1790	1237	744
HER_46444	OG0016808	11	23	6	33	23	20	13	7	29	5	9	9	8	5	11	28	18	15	106	89	91
HER_46445	OG0016809	36	56	53	43	46	37	96	32	35	19	56	99	254	54	11	21	16	33	34	17	18
HER_46446	OG0009924	78	123	142	1273	1021	1099	3005	1358	2453	487	1418	1379	127	379	81	62	96	84	113	69	99
HER_46447	OG0009926	729	584	799	950	899	430	1014	670	721	271	582	897	525	683	297	243	172	133	202	159	120
HER_46449	OG0009141	27	1	29	52	20	30	186	27	58	19	152	14	651	321	713	373	498	593	767	600	303
HER_4645	OG0013507	178	312	298	822	827	606	965	993	1414	453	454	860	808	888	964	483	649	560	669	584	254
HER_46450	OG0012409	21	26	25	429	306	305	300	291	370	182	176	521	176	170	188	96	137	117	199	203	94
HER_46451	OG0012408	116	23	99	185	136	99	302	276	238	172	237	280	284	286	245	275	177	194	314	220	223
HER_46452	OG0009140	328	423	638	623	643	732	1027	766	629	299	601	589	83	123	81	68	83	95	138	108	54
HER_46453	OG0012407	48	15	37	461	442	337	1026	603	538	191	410	751	1942	1340	2490	1227	2429	1953	2168	1970	880
HER_46454	OG0012406	254	367	478	817	684	668	1745	1637	1457	1298	1204	1536	1026	1252	1775	906	1262	626	1639	1363	467
HER_46458	OG0000570	14	62	21	37	68	56	271	144	123	49	120	94	26	56	27	8	10	7	21	10	7
HER_46459	OG0001505	3	0	3	10	4	12	0	3	3	2	0	1	11	6	6	9	10	10	14	9	5
HER_4646	OG0013506	393	977	718	899	615	878	1125	1110	456	765	862	844	2131	3142	1619	414	748	586	682	486	214
HER_46463	OG0006484	22	35	65	157	146	111	226	137	401	55	136	197	57	123	58	16	46	46	40	40	15
HER_46464	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_46465	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HER_46466	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
HER_46469	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_4647	OG0013505	3	1	3	4	11	4	6	434	19	253	5	6	39	13	150	28	21	1	58	48	8
HER_46470	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HER_46471	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_46474	OG0000321	0	1	0	1	0	0	0	0	0	0	0	2	1	2	3	0	1	1	0	1	0
HER_46475	NA	0	0	0	0	0	0	2	0	0	0	3	0	4	1	0	0	0	0	0	0	0
HER_46476	OG0000570	12	66	20	29	69	53	240	132	114	41	101	88	27	55	24	5	7	7	21	10	7
HER_46480	OG0001505	1	2	3	7	11	16	9	8	15	8	5	21	10	12	3	10	9	7	10	6	6
HER_46483	OG0006484	20	35	54	113	106	116	183	96	289	35	110	142	41	95	37	13	27	38	33	28	9
HER_46486	OG0000334	3	0	15	48	8	8	46	3	24	0	32	103	24	28	8	2	9	16	22	26	3
HER_46487	OG0000010	1	0	0	2	3	1	2	0	4	0	0	1	1	0	1	0	2	1	3	2	0
HER_46488	OG0000334	3	2	18	48	14	11	50	6	35	2	34	138	37	38	21	4	18	25	37	40	15
HER_46489	OG0012416	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HER_4649	OG0002229	0	0	2	1	0	0	0	0	3	0	1	1	1	0	0	0	1	0	0	0	0
HER_46490	NA	0	1	2	0	0	0	2	1	0	0	0	1	1	3	1	0	2	1	3	2	0
HER_46491	OG0002359	0	0	4	30	4	8	39	2	22	2	14	87	12	18	11	2	10	30	21	18	3
HER_46494	NA	1	0	0	0	0	0	0	0	0	0	1	0	8	13	7	0	2	1	1	0	0
HER_46495	OG0001599	0	0	0	0	0	0	0	2	0	1	0	0	4	2	2	0	7	0	2	0	3
HER_46496	NA	0	0	0	0	0	0	2	1	1	0	2	3	1	3	0	1	1	0	0	1	2
HER_46497	NA	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	1	0	0	0	0
HER_465	NA	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HER_46501	OG0012263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HER_46502	NA	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
HER_46505	OG0001241	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_46506	NA	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
HER_46507	OG0000934	0	0	1	3	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0
HER_46509	OG0000053	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_4651	OG0000512	1	1	8	10	15	18	22	16	38	18	34	36	6	18	4	16	11	6	6	9	7
HER_46512	NA	0	0	1	1	1	1	0	0	0	0	1	0	14	27	10	46	15	64	19	10	26
HER_46514	OG0001241	1	0	0	0	0	2	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0
HER_46515	OG0001187	0	0	0	1	1	0	5	0	0	1	1	0	1	3	2	0	0	0	0	0	0
HER_46516	NA	0	1	0	1	2	0	0	0	1	0	0	5	1	3	1	0	0	0	0	0	0
HER_46517	NA	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0
HER_46518	OG0000023	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	1	0	0
HER_46519	NA	1	0	1	0	1	1	0	0	1	1	1	0	2	11	3	4	1	4	0	1	2
HER_4652	OG0010394	53	19	79	100	172	168	308	253	388	138	204	365	47	219	60	85	60	31	93	53	32
HER_46520	NA	0	0	0	4	1	2	0	54	1	35	1	3	6	7	9	1	4	4	8	5	1
HER_46521	NA	0	0	1	6	1	0	0	27	0	10	0	2	3	1	8	0	3	2	5	2	0
HER_46522	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	2	1	4	3	1
HER_46523	OG0000242	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	7	2	0	5	7	0
HER_46524	OG0000722	1	0	0	0	0	0	0	0	0	0	0	0	0	1	8	2	1	2	2	0	0
HER_46525	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8	5	1	0	3	1	0
HER_46526	NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	1	0	2	2	0
HER_46528	NA	0	0	0	0	0	0	0	0	0	0	0	1	1	2	11	4	1	0	2	4	1
HER_46529	NA	0	1	0	0	0	0	0	0	0	0	0	0	4	8	25	12	7	3	12	10	5
HER_4653	OG0010393	3	0	12	10	7	11	2	1	6	0	0	11	8	4	10	151	21	68	229	130	1389
HER_46530	OG0001438	0	0	0	0	0	0	0	0	0	0	0	0	2	2	9	9	4	2	4	4	2
HER_46531	NA	2	1	4	26	5	10	6	8	115	4	4	26	13	26	2	2	7	15	5	4	3
HER_46533	NA	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_46536	OG0000756	0	0	0	1	1	2	0	0	1	0	0	2	0	1	0	1	0	2	0	0	0
HER_46539	OG0000830	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_4654	OG0000074	1	1	2	2	2	2	1	13	98	19	3	7	56	62	155	91	65	35	164	122	43
HER_46541	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_46542	OG0000756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
HER_46544	NA	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	2	0	0	0	1	0
HER_46545	OG0007549	8	3	12	10	8	8	27	6	4	5	21	21	31	39	17	26	32	27	24	16	15
HER_46548	OG0000830	0	0	1	0	1	0	0	0	0	0	0	1	11	11	9	2	2	2	0	2	0
HER_46549	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_4655	OG0000074	0	2	0	3	2	0	3	10	30	7	0	3	83	215	1291	652	191	92	553	459	71
HER_46550	OG0000503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_46551	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_46552	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HER_46553	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_46555	NA	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0
HER_46557	OG0000125	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
HER_46559	NA	3	4	0	43	14	1	87	27	6	19	49	3	34	17	23	12	11	25	24	34	7
HER_4656	NA	0	1	0	5	0	0	0	0	4	0	0	1	20	18	101	42	26	19	52	44	11
HER_46560	NA	0	2	1	1	2	0	1	1	0	1	1	3	50	27	47	2	4	7	47	50	2
HER_46563	OG0010290	6	12	8	158	105	101	281	355	200	146	158	237	63	123	60	31	50	72	61	50	24
HER_46566	NA	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0
HER_46567	NA	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
HER_46569	OG0000090	0	5	4	4	4	2	4	1	1	2	4	4	48	29	14	14	18	6	26	24	11
HER_4657	OG0013504	883	1517	1833	3087	2385	1719	1985	2153	3507	1572	1410	3335	12898	12766	10311	5155	8095	3963	4094	3113	2132
HER_46570	NA	10	16	76	158	54	26	110	102	50	47	92	212	162	234	128	732	582	522	2047	1202	1210
HER_46576	OG0002597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_4658	OG0013503	1	0	0	0	2	1	0	0	1	0	0	2	1	1	2	0	2	0	4	1	0
HER_46580	NA	0	1	0	0	1	1	7	0	2	0	5	0	0	0	0	1	0	1	1	0	0
HER_46581	OG0000178	0	0	1	1	1	1	12	0	4	0	14	3	1	0	1	0	0	0	1	1	0
HER_46582	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HER_46585	OG0000895	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
HER_46586	OG0000895	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
HER_46587	OG0000461	0	2	0	4	4	0	0	56	42	40	2	0	346	334	547	91	228	76	229	152	66
HER_46589	NA	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	1	0
HER_46591	OG0016696	0	1	2	0	0	1	2	0	4	0	1	2	1	1	2	1	1	2	2	1	0
HER_46592	NA	0	0	0	1	2	0	6	0	0	0	0	0	6	1	0	2	1	2	0	0	1
HER_46593	NA	0	0	2	2	3	1	17	0	5	0	12	2	2	0	1	2	1	0	0	0	0
HER_46595	OG0000178	0	0	0	0	1	2	24	2	9	2	17	2	3	0	3	4	0	0	2	2	0
HER_46596	OG0000895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_46597	OG0000178	0	0	0	1	1	3	35	3	13	2	30	4	3	0	4	4	0	0	2	2	0
HER_466	OG0000015	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0
HER_4660	OG0010392	1	17	1	7	10	1	10	4	4	7	4	4	124	85	174	689	318	418	994	669	418
HER_46603	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	1	0	2	0	1
HER_46609	OG0000164	0	0	0	0	0	0	0	1	0	1	0	2	16	30	0	3	4	8	1	0	1
HER_4661	OG0013502	403	685	476	2672	2912	2452	3669	1924	3268	1654	3146	3754	1067	2332	470	324	326	184	166	125	139
HER_46610	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0
HER_46611	OG0002415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_46612	OG0002415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_46613	NA	1	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
HER_46614	NA	6	9	7	5	11	13	28	6	11	8	29	3	1	0	1	0	0	0	0	0	0
HER_46615	OG0014332	8	7	7	4	12	11	32	8	14	6	37	3	2	1	1	1	0	0	0	0	0
HER_46616	NA	0	0	0	0	1	2	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0
HER_46617	OG0002415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_4662	OG0010391	77	149	79	915	830	692	1330	818	1353	317	732	915	159	323	168	161	176	175	315	222	115
HER_46622	NA	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
HER_4663	OG0002100	0	0	1	0	1	0	0	2	0	0	0	1	15	4	3	8	3	0	0	1	2
HER_46631	NA	3	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
HER_46632	NA	5	4	7	3	12	8	34	5	11	7	34	3	1	0	1	1	0	0	0	0	0
HER_46633	OG0014332	11	8	8	5	14	15	39	10	17	6	47	3	2	1	1	1	0	0	0	1	0
HER_46634	NA	0	1	1	2	3	28	45	8	40	3	18	1	1	6	4	2	3	0	1	0	2
HER_46635	OG0005655	145	82	108	501	585	1067	673	742	1498	481	523	943	63	153	32	112	44	21	74	60	78
HER_46636	OG0011139	82	184	84	804	806	814	3058	1220	1748	768	1894	1626	451	570	240	280	388	238	288	358	104
HER_46637	OG0015907	86	73	105	650	698	389	792	661	670	207	376	1314	173	1041	198	160	192	207	225	164	195
HER_46638	OG0014262	32	59	68	212	271	284	694	306	245	126	430	431	270	344	394	357	550	412	658	456	236
